module	path_id	path_name	name	class	description	compounds
115	M00338_C00097	hsa01230	Biosynthesis of amino acids	Biosynthesis of amino acids - Homo sapiens (human)	NA	This map presents a modular architecture of the biosynthesis pathways of twenty amino acids, which may be viewed as consisting of the core part and its extensions. The core part is the KEGG module for conversion of three-carbon compounds from glyceraldehyde-3P to pyruvate [MD:M00002], together with the pathways around serine and glycine. This KEGG module is the most conserved one in the KEGG MODULE database and is found in almost all the completely sequenced genomes. The extensions are the pathways containing the reaction modules RM001, RM033, RM032, and RM002 for biosynthesis of branched-chain amino acids (left) and basic amino acids (bottom), and the pathways for biosynthesis of histidine and aromatic amino acids (top right). It is interesting to note that the so-called essential amino acids that cannot be synthesized in human and other organisms generally appear in these extensions. Furthermore, the bottom extension of basic amino acids appears to be most divergent containing multiple pathways for lysine biosynthesis and multiple gene sets for arginine biosynthesis.	NA
116	M00338_C00097	hsa00270	Cysteine and methionine metabolism	Cysteine and methionine metabolism - Homo sapiens (human)	Metabolism; Amino acid metabolism	Cysteine and methionine are sulfur-containing amino acids. Cysteine is synthesized from serine through different pathways in different organism groups. In bacteria and plants, cysteine is converted from serine (via acetylserine) by transfer of hydrogen sulfide [MD:M00021]. In animals, methionine-derived homocysteine is used as sulfur source and its condensation product with serine (cystathionine) is converted to cysteine [MD:M00338]. Cysteine is metabolized to pyruvate in multiple routes. Methionine is an essential amino acid, which animals cannot synthesize. In bacteria and plants, methionine is synthesized from aspartate [MD:M00017]. S-Adenosylmethionine (SAM), synthesized from methionine and ATP, is a methyl group donor in many important transfer reactions including DNA methylation for regulation of gene expression. SAM may also be used to regenerate methionine in the methionine salvage pathway [MD:M00034].	S-Adenosyl-L-methionine, S-Adenosyl-L-homocysteine, Pyruvate, L-Alanine, L-Aspartate, Glutathione, Sulfate, L-Serine, L-Methionine, Sulfite, L-Cysteine, 2-Oxobutanoate, L-Homocysteine, 5'-Methylthioadenosine, 3-Phospho-D-glycerate, L-Homoserine, Hydrogen sulfide, Methanethiol, L-Aspartate 4-semialdehyde, L-Cystine, L-Cysteate, 3-Sulfino-L-alanine, D-Cysteine, Mercaptopyruvate, O-Acetyl-L-serine, O-Phospho-L-serine, O-Acetyl-L-homoserine, O-Phospho-L-homoserine, O-Succinyl-L-homoserine, S-Adenosylmethioninamine, 4-Methylthio-2-oxobutanoic acid, 1-Aminocyclopropane-1-carboxylate, L-Homocystine, Thiocysteine, Dehydroalanine, L-Cystathionine, (S)-2-Aminobutanoate, L-Methionine S-oxide, 4-Phospho-L-aspartate, 5-Methylthio-D-ribose, N-Formylmethionine, 3-Phosphonooxypyruvate, S-Inosyl-L-homocysteine, S-Ribosyl-L-homocysteine, S-Methyl-5-thio-D-ribose 1-phosphate, S-Methyl-5-thio-D-ribulose 1-phosphate, Nicotianamine, Aminoacyl-L-methionine, S-Glutathionyl-L-cysteine, 3-Sulfinylpyruvate, 3-Sulfopyruvate, 3-Mercaptolactate, S-Sulfo-L-cysteine, Ethylene, 3-(Methylthio)propanoate, Sulfur dioxide, 1-Deoxy-D-xylulose 5-phosphate, HSO3-, (S)-3-Sulfolactate, (2R)-3-Sulfolactate, 1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one, 2,3-Diketo-5-methylthiopentyl-1-phosphate, 2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate, N-Acyl-L-homoserine lactone, 5'-S-Methyl-5'-thioinosine, gamma-L-Glutamyl-L-2-aminobutyrate, Ophthalmate, S-Methyl-1-thio-D-xylulose 5-phosphate
117	M00367_C00353	hsa00900	Terpenoid backbone biosynthesis	Terpenoid backbone biosynthesis - Homo sapiens (human)	Metabolism; Metabolism of terpenoids and polyketides	Terpenoids, also known as isoprenoids, are a large class of natural products consisting of isoprene (C5) units. There are two biosynthetic pathways, the mevalonate pathway [MD:M00095] and the non-mevalonate pathway or the MEP/DOXP pathway [MD:M00096], for the terpenoid building blocks: isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). The action of prenyltransferases then generates higher-order building blocks: geranyl diphosphate (GPP), farsenyl diphosphate (FPP), and geranylgeranyl diphosphate (GGPP), which are the precursors of monoterpenoids (C10), sesquiterpenoids (C15), and diterpenoids (C20), respectively. Condensation of these building blocks gives rise to the precursors of sterols (C30) and carotenoids (C40). The MEP/DOXP pathway is absent in higher animals and fungi, but in green plants the MEP/DOXP and mevalonate pathways co-exist in separate cellular compartments. The MEP/DOXP pathway, operating in the plastids, is responsible for the formation of essential oil monoterpenes and linalyl acetate, some sesquiterpenes, diterpenes, and carotenoids and phytol. The mevalonate pathway, operating in the cytosol, gives rise to triterpenes, sterols, and most sesquiterpenes.	Pyruvate, Acetyl-CoA, D-Glyceraldehyde 3-phosphate, Isopentenyl diphosphate, Dimethylallyl diphosphate, Acetoacetyl-CoA, Geranyl diphosphate, Geranylgeranyl diphosphate, (S)-3-Hydroxy-3-methylglutaryl-CoA, (R)-Mevalonate, trans,trans-Farnesyl diphosphate, (R)-5-Phosphomevalonate, (2E,6E)-Farnesol, (R)-5-Diphosphomevalonate, all-trans-Hexaprenyl diphosphate, cis-1,4-Polyisoprene, 2-trans,6-trans-Farnesal, all-trans-Nonaprenyl diphosphate, all-trans-Octaprenyl diphosphate, all-trans-Heptaprenyl diphosphate, Protein C-terminal S-farnesyl-L-cysteine, di-trans,poly-cis-Undecaprenyl diphosphate, Protein C-terminal S-farnesyl-L-cysteine methyl ester, Phytyl diphosphate, ditrans,polycis-Polyprenyl diphosphate, Polyprenol, 2-C-Methyl-D-erythritol 4-phosphate, 4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol, 2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol, 1-Deoxy-D-xylulose 5-phosphate, 2-C-Methyl-D-erythritol 2,4-cyclodiphosphate, 1-Hydroxy-2-methyl-2-butenyl 4-diphosphate, Isoprene, 2-cis,6-trans-Farnesyl diphosphate, all-trans-Decaprenyl diphosphate, trans,octacis-Decaprenyl diphosphate, Farnesylcysteine, 2-cis,6-cis-Farnesyl diphosphate, tritrans,heptacis-Undecaprenyl diphosphate, trans,polycis-Polyprenyl diphosphate, S-Farnesyl protein, trans,trans-Farnesyl phosphate, Isopentenyl phosphate, (R)-Mevalonate 3-phosphate, (R)-Mevalonate 3,5-bisphosphate, trans-Anhydromevalonate 5-phosphate
118	M00415_C20876	hsa01212	Fatty acid metabolism	Fatty acid metabolism - Homo sapiens (human)	NA	NA	NA
119	M00415_C20876	hsa00062	Fatty acid elongation	Fatty acid elongation - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	Acetyl-CoA, Acyl-CoA, Malonyl-CoA, Butanoyl-CoA, Palmitoyl-CoA, Fatty acid, Hexadecanoic acid, 3-Oxoacyl-CoA, 2,3-Dehydroacyl-CoA, Long-chain fatty acid, (3S)-3-Hydroxyacyl-CoA, trans-2,3-Dehydroacyl-CoA, Lauroyl-CoA, Octanoyl-CoA, Tetradecanoyl-CoA, Long-chain acyl-CoA, 2-trans-Dodecenoyl-CoA, (S)-3-Hydroxyhexadecanoyl-CoA, 3-Oxopalmitoyl-CoA, (S)-3-Hydroxytetradecanoyl-CoA, 3-Oxotetradecanoyl-CoA, (S)-3-Hydroxydodecanoyl-CoA, 3-Oxododecanoyl-CoA, (S)-Hydroxydecanoyl-CoA, 3-Oxodecanoyl-CoA, (S)-3-Hydroxyoctanoyl-CoA, 3-Oxooctanoyl-CoA, (S)-Hydroxyhexanoyl-CoA, 3-Oxohexanoyl-CoA, Hexanoyl-CoA, trans-Hex-2-enoyl-CoA, trans-Hexadec-2-enoyl-CoA, trans-Tetradec-2-enoyl-CoA, Decanoyl-CoA, trans-Dec-2-enoyl-CoA, trans-Oct-2-enoyl-CoA, Very-long-chain acyl-CoA, Very-long-chain 3-oxoacyl-CoA, Very-long-chain (3R)-3-hydroxyacyl-CoA, Very-long-chain trans-2,3-dehydroacyl-CoA
120	M00549_C00029	hsa00520	sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	UDP-glucose, D-Glucose, UDP-N-acetyl-alpha-D-glucosamine, UDP-alpha-D-galactose, D-Fructose 6-phosphate, D-Fructose, GDP-mannose, D-Glucose 1-phosphate, CMP-N-acetylneuraminate, N-Acetyl-D-glucosamine, D-Mannose, UDP-glucuronate, D-Xylose, UDP-D-xylose, D-Glucuronate, UDP-N-acetyl-D-galactosamine, D-Arabinose, L-Arabinose, alpha-D-Glucose, N-Acetylneuraminate, D-Mannose 6-phosphate, GDP-L-fucose, D-Glucosamine, D-Galacturonate, D-Glucosamine 6-phosphate, N-Acetyl-D-glucosamine 6-phosphate, GDP-glucose, alpha-D-Galactose 1-phosphate, Chitin, ADP-glucose, CDP-glucose, UDP-D-galacturonate, D-Mannose 1-phosphate, N-Acetyl-D-mannosamine, alpha-D-Glucose 6-phosphate, Pectin, Chitosan, UDP-L-arabinose, GDP-D-mannuronate, alpha-D-Galactose, Ferricytochrome b5, Ferrocytochrome b5, L-Fucose, UDP-N-acetylmuramate, N-Acetyl-D-galactosamine, UDP-N-acetyl-D-mannosamine, CDP-4-dehydro-6-deoxy-D-glucose, GDP-4-dehydro-6-deoxy-D-mannose, UDP-apiose, Chitobiose, CDP-abequose, UDP-L-rhamnose, GDP-L-galactose, 1,4-beta-D-Xylan, Arabinan, N-Acetylmuramate, GDP-6-deoxy-D-talose, L-Fucose 1-phosphate, GDP-6-deoxy-D-mannose, N-Glycoloyl-neuraminate, CDP-3,6-dideoxy-D-glucose, CDP-3,6-dideoxy-D-mannose, CMP-N-glycoloylneuraminate, UDP-alpha-D-galactofuranose, beta-L-Arabinose 1-phosphate, 1-Phospho-alpha-D-galacturonate, UDP-4-dehydro-6-deoxy-D-glucose, N-Acetyl-D-mannosamine 6-phosphate, CDP-4-dehydro-3,6-dideoxy-D-glucose, N-Acetyl-alpha-D-glucosamine 1-phosphate, UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate, UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose, UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose, UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine, D-Glucuronate 1-phosphate, D-Glucosaminide, alpha-D-Glucosamine 1-phosphate, UDP-N-acetyl-D-mannosaminouronate, N-Acetylneuraminate 9-phosphate, D-Galactosamine 6-phosphate, UDP-6-sulfoquinovose, UDP-N-acetyl-D-galactosaminuronic acid, GDP-L-gulose, UDP-L-Ara4N, UDP-L-Ara4FN, UDP-L-Ara4O, Undecaprenyl phosphate alpha-L-Ara4FN, Undecaprenyl phosphate alpha-L-Ara4N, alpha-D-Arabinopyranose 1-phosphate, N-Acetylmuramic acid 6-phosphate, GDP-D-arabinopyranose, CDP-4-dehydro-3,6-dideoxy-D-glucose epimer, CDP-ascarylose, UDP-4-keto-rhamnose, N-Acetyl-alpha-D-galactosamine 1-phosphate, UDP-L-arabinofuranose, UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate, UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate, 1,6-Anhydro-N-acetyl-beta-muramate, UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose, UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine, UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose, 2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose, Pseudaminic acid, CMP-pseudaminic acid, UDP-N,N'-diacetylbacillosamine, UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate, UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate, N,N'-Diacetyllegionaminate, CMP-N,N'-diacetyllegionaminate, 2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose, GDP-4-amino-4,6-dideoxy-alpha-D-mannose, GDP-4-acetamido-4,6-dideoxy-alpha-D-mannose, 3-Deoxy-D-glycero-D-galacto-non-2-ulopyranosonate, N-Acetylmuramic acid alpha-1-phosphate, 3-Deoxy-D-glycero-D-galacto-non-2-ulopyranosonate 9-phosphate, CMP-3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate, alpha-D-Galactosamine 1-phosphate, UDP-N-acetyl-alpha-D-xylosamine
121	M00554_C00052	hsa00520	sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	UDP-glucose, D-Glucose, UDP-N-acetyl-alpha-D-glucosamine, UDP-alpha-D-galactose, D-Fructose 6-phosphate, D-Fructose, GDP-mannose, D-Glucose 1-phosphate, CMP-N-acetylneuraminate, N-Acetyl-D-glucosamine, D-Mannose, UDP-glucuronate, D-Xylose, UDP-D-xylose, D-Glucuronate, UDP-N-acetyl-D-galactosamine, D-Arabinose, L-Arabinose, alpha-D-Glucose, N-Acetylneuraminate, D-Mannose 6-phosphate, GDP-L-fucose, D-Glucosamine, D-Galacturonate, D-Glucosamine 6-phosphate, N-Acetyl-D-glucosamine 6-phosphate, GDP-glucose, alpha-D-Galactose 1-phosphate, Chitin, ADP-glucose, CDP-glucose, UDP-D-galacturonate, D-Mannose 1-phosphate, N-Acetyl-D-mannosamine, alpha-D-Glucose 6-phosphate, Pectin, Chitosan, UDP-L-arabinose, GDP-D-mannuronate, alpha-D-Galactose, Ferricytochrome b5, Ferrocytochrome b5, L-Fucose, UDP-N-acetylmuramate, N-Acetyl-D-galactosamine, UDP-N-acetyl-D-mannosamine, CDP-4-dehydro-6-deoxy-D-glucose, GDP-4-dehydro-6-deoxy-D-mannose, UDP-apiose, Chitobiose, CDP-abequose, UDP-L-rhamnose, GDP-L-galactose, 1,4-beta-D-Xylan, Arabinan, N-Acetylmuramate, GDP-6-deoxy-D-talose, L-Fucose 1-phosphate, GDP-6-deoxy-D-mannose, N-Glycoloyl-neuraminate, CDP-3,6-dideoxy-D-glucose, CDP-3,6-dideoxy-D-mannose, CMP-N-glycoloylneuraminate, UDP-alpha-D-galactofuranose, beta-L-Arabinose 1-phosphate, 1-Phospho-alpha-D-galacturonate, UDP-4-dehydro-6-deoxy-D-glucose, N-Acetyl-D-mannosamine 6-phosphate, CDP-4-dehydro-3,6-dideoxy-D-glucose, N-Acetyl-alpha-D-glucosamine 1-phosphate, UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate, UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose, UDP-2-acetamido-4-amino-2,4,6-trideoxy-alpha-D-glucose, UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine, D-Glucuronate 1-phosphate, D-Glucosaminide, alpha-D-Glucosamine 1-phosphate, UDP-N-acetyl-D-mannosaminouronate, N-Acetylneuraminate 9-phosphate, D-Galactosamine 6-phosphate, UDP-6-sulfoquinovose, UDP-N-acetyl-D-galactosaminuronic acid, GDP-L-gulose, UDP-L-Ara4N, UDP-L-Ara4FN, UDP-L-Ara4O, Undecaprenyl phosphate alpha-L-Ara4FN, Undecaprenyl phosphate alpha-L-Ara4N, alpha-D-Arabinopyranose 1-phosphate, N-Acetylmuramic acid 6-phosphate, GDP-D-arabinopyranose, CDP-4-dehydro-3,6-dideoxy-D-glucose epimer, CDP-ascarylose, UDP-4-keto-rhamnose, N-Acetyl-alpha-D-galactosamine 1-phosphate, UDP-L-arabinofuranose, UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate, UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate, 1,6-Anhydro-N-acetyl-beta-muramate, UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose, UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine, UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose, 2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose, Pseudaminic acid, CMP-pseudaminic acid, UDP-N,N'-diacetylbacillosamine, UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate, UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate, N,N'-Diacetyllegionaminate, CMP-N,N'-diacetyllegionaminate, 2,4-Diacetamido-2,4,6-trideoxy-D-mannopyranose, GDP-4-amino-4,6-dideoxy-alpha-D-mannose, GDP-4-acetamido-4,6-dideoxy-alpha-D-mannose, 3-Deoxy-D-glycero-D-galacto-non-2-ulopyranosonate, N-Acetylmuramic acid alpha-1-phosphate, 3-Deoxy-D-glycero-D-galacto-non-2-ulopyranosonate 9-phosphate, CMP-3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate, alpha-D-Galactosamine 1-phosphate, UDP-N-acetyl-alpha-D-xylosamine
122	M00554_C00052	hsa00052	metabolism	Galactose metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	UDP-glucose, D-Glucose, UDP-alpha-D-galactose, D-Fructose 6-phosphate, Sucrose, D-Fructose, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, D-Glyceraldehyde 3-phosphate, D-Galactose, myo-Inositol, D-Mannose, Lactose, alpha-D-Glucose, alpha-D-Galactose 1-phosphate, Raffinose, D-Glyceraldehyde, alpha-D-Glucose 6-phosphate, D-Sorbitol, D-Tagatose, D-Galactonate, alpha-D-Galactose, D-Tagatose 6-phosphate, D-Galactose 6-phosphate, N-Acetyl-D-galactosamine, 2-Dehydro-3-deoxy-D-galactonate, alpha-D-Galactosyl-(1->3)-1D-myo-inositol, 2-Dehydro-3-deoxy-6-phospho-D-galactonate, Stachyose, Galactitol, D-Galactosamine, D-Galactono-1,5-lactone, D-Galactono-1,4-lactone, UDP-alpha-D-galactofuranose, D-Tagatose 1,6-bisphosphate, Lactose 6'-phosphate, Melibiitol, Epimelibiose, 3-beta-D-Galactosyl-sn-glycerol, Melibiose, D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose, Galactan, Galactitol 1-phosphate, N-Acetyl-D-galactosamine 6-phosphate, D-Galactosamine 6-phosphate
123	M00632_C00103	hsa00052	metabolism	Galactose metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	UDP-glucose, D-Glucose, UDP-alpha-D-galactose, D-Fructose 6-phosphate, Sucrose, D-Fructose, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, D-Glyceraldehyde 3-phosphate, D-Galactose, myo-Inositol, D-Mannose, Lactose, alpha-D-Glucose, alpha-D-Galactose 1-phosphate, Raffinose, D-Glyceraldehyde, alpha-D-Glucose 6-phosphate, D-Sorbitol, D-Tagatose, D-Galactonate, alpha-D-Galactose, D-Tagatose 6-phosphate, D-Galactose 6-phosphate, N-Acetyl-D-galactosamine, 2-Dehydro-3-deoxy-D-galactonate, alpha-D-Galactosyl-(1->3)-1D-myo-inositol, 2-Dehydro-3-deoxy-6-phospho-D-galactonate, Stachyose, Galactitol, D-Galactosamine, D-Galactono-1,5-lactone, D-Galactono-1,4-lactone, UDP-alpha-D-galactofuranose, D-Tagatose 1,6-bisphosphate, Lactose 6'-phosphate, Melibiitol, Epimelibiose, 3-beta-D-Galactosyl-sn-glycerol, Melibiose, D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose, Galactan, Galactitol 1-phosphate, N-Acetyl-D-galactosamine 6-phosphate, D-Galactosamine 6-phosphate
124	M00741_C00091	hsa01200	Carbon metabolism	Carbon metabolism - Homo sapiens (human)	NA	Carbon metabolism is the most basic aspect of life. This map presents an overall view of central carbon metabolism, where the number of carbons is shown for each compound denoted by a circle, excluding a cofactor (CoA, CoM, THF, or THMPT) that is replaced by an asterisk. The map contains carbon utilization pathways of glycolysis (map00010), pentose phosphate pathway (map00030), and citrate cycle (map00020), and six known carbon fixation pathways (map00710 and map00720) as well as some pathways of methane metabolism (map00680). The six carbon fixation pathways are: (1) reductive pentose phosphate cycle (Calvin cycle) in plants and cyanobacteria that perform oxygenic photosynthesis, (2) reductive citrate cycle in photosynthetic green sulfur bacteria and some chemolithoautotrophs, (3) 3-hydroxypropionate bi-cycle in photosynthetic green nonsulfur bacteria, two variants of 4-hydroxybutyrate pathways in Crenarchaeota called (4) hydroxypropionate-hydroxybutyrate cycle and (5) dicarboxylate-hydroxybutyrate cycle, and (6) reductive acetyl-CoA pathway in methanogenic bacteria.	NA
125	M00741_C00091	hsa00280	Valine, leucine and isoleucine degradation	Valine, leucine and isoleucine degradation - Homo sapiens (human)	Metabolism; Amino acid metabolism	NA	Acetyl-CoA, Thiamin diphosphate, Succinyl-CoA, Propanoyl-CoA, L-Leucine, 3-Methyl-2-oxobutanoic acid, Acetoacetate, L-Valine, 4-Methyl-2-oxopentanoate, Acetoacetyl-CoA, 2-Methyl-3-oxopropanoate, (S)-3-Hydroxy-3-methylglutaryl-CoA, L-Isoleucine, 2-Methylpropanoyl-CoA, (S)-3-Methyl-2-oxopentanoic acid, (S)-Methylmalonyl-CoA, (R)-3-Amino-2-methylpropanoate, (R)-Methylmalonyl-CoA, Methylmalonate, 3-Methylbutanoyl-CoA, 3-Methylcrotonyl-CoA, 3-Methylglutaconyl-CoA, L-3-Aminoisobutanoate, 2-Methylacetoacetyl-CoA, 2-Methylbut-2-enoyl-CoA, 2-Methylprop-2-enoyl-CoA, (2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA, Branched chain fatty acid, 3-Hydroxyisovaleryl-CoA, (S)-3-Hydroxyisobutyryl-CoA, (S)-3-Hydroxyisobutyrate, (S)-Methylmalonate semialdehyde, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, 3-Methyl-1-hydroxybutyl-ThPP, [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine, 2-Methyl-1-hydroxypropyl-ThPP, [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine, 2-Methyl-1-hydroxybutyl-ThPP, [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine, (S)-2-Methylbutanoyl-CoA, 3-Hydroxyisovalerate
126	M00741_C00091	hsa00630	Glyoxylate and dicarboxylate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	Oxygen, CO2, Ammonia, Pyruvate, Acetyl-CoA, L-Glutamate, 2-Oxoglutarate, Hydrogen peroxide, Acetate, Oxaloacetate, Glycine, Succinate, Glyoxylate, Formate, L-Glutamine, L-Serine, Succinyl-CoA, Propanoyl-CoA, Glycerone phosphate, Butanoyl-CoA, (S)-Malate, Citrate, Glycolate, Hydroxypyruvate, 3-Phospho-D-glycerate, Oxalate, D-Glycerate, Glycolaldehyde, Isocitrate, Oxalyl-CoA, Acetoacetyl-CoA, cis-Aconitate, meso-Tartaric acid, 2-Phospho-D-glycerate, (S)-Methylmalonyl-CoA, Formyl-CoA, Crotonoyl-CoA, Pentanoyl-CoA, (R,R)-Tartaric acid, Dihydroxyfumarate, 2-Phosphoglycolate, 4-Hydroxy-2-oxoglutarate, 2-Hydroxy-3-oxopropanoate, D-Ribulose 1,5-bisphosphate, (R)-Methylmalonyl-CoA, Ethylene glycol, Mesaconate, 3-Ethylmalate, 3-Oxalomalate, 3-Propylmalate, Formyl phosphate, 2-Hydroxy-3-oxoadipate, 2-Hydroxy-3-oxosuccinate, trans-2,3-Epoxysuccinate, (R)-3-Hydroxybutanoyl-CoA, L-threo-3-Methylaspartate, L-Malyl-CoA, L-erythro-3-Methylmalyl-CoA, 2-Methylfumaryl-CoA, N-Formylderivatives, (2S)-Ethylmalonyl-CoA, (2S)-Methylsuccinyl-CoA, (2R)-Ethylmalonyl-CoA, D-Ribulose 1-phosphate
127	M00741_C00091	hsa00640	Propanoate metabolism	Propanoate metabolism - Homo sapiens (human)	Metabolism; Carbohydrate metabolism	NA	Acetyl-CoA, Oxaloacetate, Succinate, Thiamin diphosphate, Malonyl-CoA, Succinyl-CoA, beta-Alanine, Propanoyl-CoA, 2-Oxobutanoate, Glycerone phosphate, Propanoate, (S)-Lactate, 3-Oxopropanoate, (S)-Lactaldehyde, Propanal, Acrylic acid, Methylglyoxal, Propane-1,2-diol, (S)-Methylmalonyl-CoA, Propynoate, Lactoyl-CoA, Propenoyl-CoA, 3-Hydroxypropanoate, (R)-Methylmalonyl-CoA, Methylmalonate, 2-Methylcitrate, beta-Alanyl-CoA, Propanoyl phosphate, (Z)-But-2-ene-1,2,3-tricarboxylate, (2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate, Hydroxyacetone, 3-Hydroxypropionyl-CoA, Propane-1-ol, Propionyladenylate, 2-Hydroxybutanoic acid, 3-Oxopropionyl-CoA, (S)-Methylmalonate semialdehyde, Enzyme N6-(lipoyl)lysine, Enzyme N6-(dihydrolipoyl)lysine, 2-(alpha-Hydroxypropyl)thiamine diphosphate, Enzyme N6-(S-propyldihydrolipoyl)lysine, 2-Methyl-trans-aconitate
