Gene	DK18007.28.09.sorted.bam	DK18007.28.10.sorted.bam	DK18007.28.11.sorted.bam	DK18007.28.12.sorted.bam	DK18007.28.13.sorted.bam	DK18007.28.14.sorted.bam
RP11-103J8.2	0	0	0	0	1	0
C20orf187	0	0	0	0	0	0
RP4-734C18.1	0	0	0	0	0	0
RPS11P1	0	1	0	0	0	0
RP5-1128N12.2	12	15	6	13	10	11
PGAM3P	0	0	0	0	0	0
RP11-268G13.1	0	0	1	0	0	0
LINC00687	0	0	0	0	0	0
AL080274.1	0	0	0	0	0	0
RN7SKP111	0	0	0	0	0	0
RP5-1012F16.2	0	0	0	0	0	0
BTBD3	1823	2212	1844	1245	2335	1450
RP4-742J24.2	16	10	12	7	13	25
RP4-796I8.1	0	0	0	0	0	0
RP11-102J14.1	0	0	0	0	0	0
PA2G4P2	487	626	301	408	362	346
RP5-1069C8.2	1	1	1	0	0	2
RP5-1069C8.3	0	0	0	0	0	0
RP11-157E14.1	0	0	0	0	0	0
SPTLC3	20	12	0	4	16	0
RP4-718P11.1	6	7	8	8	8	10
ISM1	1519	384	22	304	1148	33
ISM1-AS1	2	1	0	2	1	0
RP5-1077I2.3	1	0	0	0	1	1
TASP1	95	95	72	56	78	74
GAPDHP2	4	6	1	1	6	6
ESF1	1183	1218	763	655	977	710
NDUFAF5	169	170	114	93	167	132
SEL1L2	0	1	0	0	0	1
AL117333.1	0	0	0	0	0	0
RNU6-278P	0	0	0	0	0	0
MACROD2	88	72	31	58	366	55
RPS3P1	2	4	3	2	4	4
AIMP1P1	99	109	43	78	61	73
RN7SL864P	0	0	0	0	0	0
FLRT3	5998	2560	545	1675	3495	706
RNU6-228P	1	0	0	1	0	0
RNF11B	5	6	7	5	4	1
MACROD2-IT1	0	0	0	0	0	0
RPS10P2	1	0	1	0	0	1
MACROD2-AS1	0	0	0	0	0	3
RP5-974N19.1	1	0	0	0	0	1
RNU6-1159P	0	0	0	0	0	0
RNU6-115P	0	0	0	0	0	0
RNA5SP475	0	0	0	0	0	0
RP11-388K2.1	0	0	0	0	0	0
AL121584.1	0	0	0	0	0	0
ENSAP1	14	21	17	12	19	4
PPIAP17	0	0	0	0	0	0
KIF16B	228	243	180	130	192	144
AL118509.1	0	0	0	0	0	0
RPLP0P1	0	0	0	0	0	0
RPL7AL3	0	0	0	0	0	0
RP4-705D16.3	2	2	1	0	3	3
SNRPB2	934	1056	635	486	735	608
OTOR	2	0	0	0	0	0
RP5-1195D24.1	0	0	0	0	0	0
RNU6-27P	0	0	0	0	0	0
RP1-298M8.1	0	0	1	0	2	0
RNU1-131P	0	0	0	0	0	0
PCSK2	132	82	150	100	214	93
DYNLT3P1	2	0	1	5	1	0
BFSP1	57	70	6	21	35	11
RPS27AP2	3	4	1	0	0	5
DSTN	1464	1769	824	683	1508	682
RN7SKP69	0	0	0	1	0	0
RP11-462D18.2	0	0	0	0	0	1
RRBP1	3268	3029	1381	2288	2888	1990
BANF2	0	0	0	0	0	0
AL035045.1	0	0	0	0	0	0
RP5-905G11.3	0	0	0	0	0	0
RNU6-192P	0	0	0	0	0	0
SNX5	1500	1327	964	1101	1360	1729
OVOL2	1	0	0	0	0	0
SNORD17	8	5	7	4	3	7
MGME1	697	854	455	407	668	582
PTMAP3	3	0	1	0	1	0
RP4-726N1.2	0	0	0	0	0	0
RPL15P1	0	0	0	0	0	1
RNU7-137P	0	0	0	0	0	0
PET117	38	57	33	24	41	30
CSRP2BP	507	564	377	347	458	327
AL050321.1	0	3	0	0	0	0
RP4-717M23.2	2	2	0	2	1	0
RN7SL14P	0	0	0	0	0	0
RNU2-56P	0	0	0	0	0	0
ZNF133	295	354	245	195	269	300
RN7SKP74	3	2	3	1	2	2
RP4-568F9.3	0	0	0	0	0	0
RP4-568F9.6	1	2	0	2	0	1
RNY4P11	0	0	0	0	0	0
LINC00851	0	0	0	0	0	0
DZANK1	202	162	125	143	169	193
GCNT1P1	1	1	0	0	0	0
RNA5SP476	0	0	0	0	0	0
POLR3F	370	376	289	230	328	269
MIR3192	1	0	0	0	2	2
RPL21P3	44	89	63	65	72	57
RBBP9	641	759	577	424	676	627
RPS19P1	2441	3730	3040	2554	3239	2773
SEC23B	1068	1096	672	665	789	526
AL121893.1	0	0	1	0	0	0
LINC00493	344	400	243	212	354	242
DTD1	650	972	573	438	586	439
RN7SL638P	0	0	0	0	0	1
RNU6ATAC34P	0	0	0	0	0	0
DUXAP7	0	0	1	1	0	0
RP11-379J5.5	0	0	0	0	0	1
EEF1A1P34	1	3	0	3	0	0
LINC00652	27	5	5	9	14	5
RP5-1068E13.7	51	36	15	24	15	25
C20orf78	0	0	0	0	0	0
SCP2D1	0	0	0	0	0	0
AL136090.1	0	0	0	0	0	0
SLC24A3	7	0	5	5	12	0
RP11-97N19.2	0	0	0	0	0	0
RP5-1027G4.3	0	0	0	0	0	0
AL049647.1	0	0	0	0	0	0
AL139429.1	0	0	0	0	0	0
RP4-718D20.3	0	0	0	0	0	0
AL121761.1	0	0	0	0	0	0
AL121761.2	1	0	0	0	0	0
RP1-122P22.2	8	6	8	6	11	8
RPL12L3	437	523	433	403	598	367
RIN2	111	180	204	81	144	122
NAA20	470	539	307	253	432	296
CRNKL1	697	766	438	368	536	417
C20orf26	14	12	6	9	7	11
RP5-1002M8.4	0	0	0	0	0	0
RP5-1178H5.2	0	0	0	0	0	0
RPL17P1	0	0	0	0	0	0
RP5-1096J16.1	0	0	0	1	0	0
RN7SL690P	0	0	0	0	0	0
INSM1	125	224	562	141	230	122
RALGAPA2	1374	1676	834	787	1021	713
EIF4E2P1	8	7	7	9	2	7
RP11-23O13.1	0	0	0	0	0	0
RN7SL607P	0	0	0	0	0	0
MRPS11P1	15	20	7	16	19	18
RP5-1177M21.1	0	0	0	0	0	0
LINC00237	3	11	3	3	3	6
RPL24P2	120	179	98	113	144	110
PLK1S1	265	310	149	164	145	301
RNA5SP477	0	0	1	0	0	0
RP5-872K7.7	1	1	1	0	1	0
RP4-777D9.2	7	9	9	11	6	8
RPS15AP1	1497	1954	1542	1217	1717	1355
ZNF877P	0	0	0	0	0	0
XRN2	2928	3292	1778	1489	2205	1905
NKX2-4	0	0	0	0	1	0
RP11-227D2.3	0	1	0	0	0	0
RN7SKP140	0	0	0	0	0	0
RP5-984P4.1	110	71	132	170	212	255
GSTM3P1	21	56	15	18	12	58
NKX2-2	59	236	32	56	36	65
NKX2-2-AS1	0	0	0	0	0	0
RP5-984P4.4	0	0	0	1	0	0
PAX1	0	0	0	0	0	0
SLC25A6P1	0	0	0	0	0	0
RPL41P1	3151	4265	3145	3213	4295	3135
RP5-1185K9.1	0	0	0	0	0	0
RP11-125P18.1	0	0	0	0	0	0
RP5-1097P24.1	0	0	0	0	0	0
RP5-828K20.1	60	58	52	36	34	28
RP5-828K20.2	0	0	0	0	0	0
RP5-1004I9.2	0	0	0	0	0	0
RP5-1004I9.1	0	0	0	0	0	0
LINC00261	55	173	1	35	4	29
FOXA2	111	256	3	61	15	15
RP4-788L20.3	0	1	0	0	0	0
RP11-359G22.2	1	0	0	0	0	0
KRT18P3	1	6	0	1	1	0
AL158175.1	0	0	0	0	0	0
CYB5P4	10	14	9	12	14	7
RP11-189G24.2	0	0	0	0	0	0
RP4-753D10.5	0	0	0	0	0	0
RP4-753D10.3	0	0	0	0	0	0
SSTR4	0	0	0	0	0	0
THBD	33	13	0	6	1	0
CD93	11	16	0	8	15	4
AL118508.1	0	0	0	0	0	0
LINC00656	0	0	0	0	0	0
RNA5SP478	0	0	0	0	0	0
RP4-737E23.2	0	0	0	0	0	0
RP3-322G13.7	8	0	1	3	4	5
AL096677.1	2	0	0	0	2	1
NXT1	294	392	235	164	328	254
RP3-322G13.5	4	5	6	8	1	6
GZF1	783	746	470	399	621	474
NAPB	456	450	408	333	381	486
RNA5SP479	0	0	0	0	1	0
CSTL1	0	0	0	0	0	0
CST11	0	0	0	0	0	0
CST12P	0	0	0	0	0	0
CST8	0	0	0	0	0	0
RP3-333B15.4	0	0	0	0	0	0
CST13P	0	0	0	0	0	0
CST9LP1	0	0	0	0	0	0
CST9L	0	0	0	0	0	0
RP11-218C14.2	0	1	0	0	0	0
CST9	0	0	0	0	0	0
CST3	1850	2231	1325	1232	2146	1153
RP11-218C14.8	8	18	14	6	11	6
RP11-218C14.5	0	0	0	0	0	0
CST4	0	0	0	0	0	0
CST2P1	0	0	0	0	0	0
CST1	0	0	0	0	0	0
XXyac-YX60D10.1	0	0	0	0	0	0
CST2	1	1	1	0	0	0
CST5	0	0	0	0	0	0
CSTP1	0	0	0	0	0	0
RP5-831C21.1	0	0	0	0	0	0
GGTLC1	0	1	0	0	1	0
POM121L3P	2	0	0	0	0	0
RP5-1100I6.1	0	0	0	0	0	0
RP5-1100I6.2	0	6	0	2	0	2
RNU1-23P	0	0	0	0	0	0
RP4-564O4.1	0	0	0	0	0	0
GAPDHP53	0	0	0	0	0	0
SYNDIG1	80	68	17	42	93	25
RP11-526K17.2	0	0	0	0	0	0
RP5-860P4.2	0	0	0	0	0	0
CST7	1	1	1	3	0	3
APMAP	6540	6632	4326	4773	5491	5711
RNU6-1257P	0	0	0	0	0	0
ACSS1	491	619	132	259	870	433
VSX1	18	14	95	46	11	71
RP5-1025A1.2	1	0	0	0	1	0
RP4-738P15.1	2	1	1	1	3	3
RP4-738P15.4	0	1	0	2	0	1
ENTPD6	1950	1955	1440	1505	1934	1621
AL035252.1	0	0	0	0	0	0
PYGB	2062	2161	1933	1495	2236	1774
ABHD12	1084	1176	1112	914	1199	1003
PPIAP2	0	0	2	3	2	1
GINS1	1062	1358	932	760	1188	1075
NINL	1150	1009	959	983	1042	1443
RNU6ATAC17P	0	1	0	1	0	0
NANP	321	374	267	286	257	394
ZNF337-AS1	20	10	17	12	13	16
RN7SL594P	0	0	0	0	0	0
MED28P7	4	3	7	5	6	3
ZNF337	57	68	65	79	54	123
VN1R108P	5	2	1	1	5	3
RP13-401N8.1	7	7	4	5	6	2
FAM182B	9	3	13	10	11	10
RP13-401N8.3	5	1	0	10	10	18
CFTRP1	0	0	0	0	0	0
RP4-760C5.5	0	0	0	0	0	0
RP4-760C5.3	4	0	0	9	13	10
CTD-2514C3.1	7	0	0	9	15	15
FAM182A	11	4	3	10	12	34
NCOR1P1	2	2	3	1	2	3
RP13-329D4.3	0	0	0	0	0	0
MIR663A	7	13	3	21	3	8
RP3-410C9.2	0	1	0	0	0	0
RP4-610C12.2	0	0	0	0	0	0
RP4-610C12.4	19	1	6	30	6	3
RP4-610C12.3	4	0	3	8	6	2
RP4-610C12.1	0	0	0	4	1	0
FRG1B	131	90	152	103	141	129
AL441988.1	1	0	0	2	1	0
MLLT10P1	0	0	3	3	9	1
DEFB115	0	0	0	0	0	0
DKKL1P1	5	0	0	3	0	1
RP5-854E16.2	915	1226	1037	1186	1426	1339
DEFB116	0	0	0	0	0	0
RPL31P3	0	0	0	0	0	0
HAUS6P2	4	9	5	5	4	2
RNA5SP480	0	0	0	0	0	0
DEFB117	0	0	0	0	0	0
DEFB118	0	0	0	0	0	0
DEFB119	0	0	0	0	0	0
DEFB121	0	0	0	0	0	0
DEFB122	0	0	0	0	0	0
DEFB123	0	0	0	0	0	0
DEFB124	0	0	0	0	0	2
REM1	1	1	2	0	0	0
LINC00028	0	0	0	0	0	0
HM13	3523	3084	1577	3815	2832	1979
RP3-324O17.4	62	109	52	75	53	48
HM13-IT1	11	13	9	18	18	17
HM13-AS1	0	5	4	2	5	5
RNU6-384P	0	0	1	2	0	2
ID1	108	140	277	191	68	167
MIR3193	0	0	0	0	0	0
COX4I2	0	0	1	0	0	0
BCL2L1	705	936	747	765	990	422
RP11-243J16.7	1	0	2	0	0	1
AL160175.1	0	0	0	0	0	0
TPX2	5097	4719	2744	4294	3535	3161
RP11-243J16.8	1	0	0	0	0	0
MYLK2	32	27	15	31	27	20
FOXS1	2	7	1	6	0	4
DUSP15	93	124	50	91	50	45
TTLL9	47	35	17	21	21	29
RNU1-94P	2	0	0	1	0	0
PDRG1	474	490	230	371	349	253
XKR7	6353	3552	493	3646	1342	2183
RNA5SP481	0	0	0	0	0	0
CCM2L	130	123	4	72	30	20
RP1-310O13.7	34	28	4	17	11	8
RNA5SP482	0	0	0	0	0	0
HCK	0	1	0	3	0	1
TM9SF4	4435	3711	2333	5684	3353	3362
AL049539.1	0	0	0	1	0	0
RSL24D1P6	39	41	17	40	36	21
TSPY26P	205	162	123	210	203	127
PLAGL2	1234	1248	1211	1565	1395	863
POFUT1	3632	3600	2125	4768	2765	2560
MIR1825	0	0	0	0	0	0
KIF3B	1390	1360	904	1449	1265	872
AL121897.1	0	0	0	0	0	0
ASXL1	2961	2828	1853	3361	2708	2481
C20orf112	1158	1078	594	1004	1406	623
RP5-1184F4.5	8	1	0	8	10	6
RP11-410N8.3	0	2	0	0	2	1
RP11-410N8.1	0	0	0	0	1	0
RP11-410N8.4	0	0	0	0	0	0
C20orf203	5	7	4	9	5	17
BAK1P1	145	190	146	158	167	134
COMMD7	380	441	341	317	383	242
DNMT3B	1136	1270	881	1897	1116	1092
MAPRE1	3510	4133	2910	3466	3476	1898
RP5-1085F17.4	1	0	4	3	2	2
RP5-1085F17.3	73	88	70	106	123	91
EFCAB8	0	1	0	0	2	1
SUN5	0	0	0	0	0	0
BPIFB2	0	0	0	0	0	0
BPIFB6	0	0	0	0	0	0
HDHD1P3	0	0	0	0	0	0
BPIFB3	0	0	0	0	0	0
AL121756.1	0	1	0	0	0	0
BPIFB4	0	0	0	0	1	1
BPIFA2	0	0	0	0	0	0
SOCS2P1	0	0	0	0	0	0
BPIFA4P	0	0	0	0	0	0
RP11-49G10.3	0	0	0	0	0	0
BPIFA3	0	0	0	0	0	0
AL121901.1	0	0	0	0	0	0
BPIFA1	0	0	0	0	0	0
RPL12P3	0	0	0	0	0	0
BPIFB1	0	0	0	0	0	0
BPIFB5P	0	0	0	0	0	0
BPIFB9P	1	1	1	2	4	1
CDK5RAP1	642	650	365	691	513	508
SNTA1	98	111	125	119	121	123
RN7SL511P	0	0	0	0	0	0
CBFA2T2	1857	1948	1225	1511	1106	1660
RP1-63M2.6	0	0	0	0	0	0
NECAB3	198	271	270	286	300	310
C20orf144	6	4	5	11	6	4
ACTL10	5	1	1	8	6	3
RP1-63M2.5	4	7	5	6	8	9
E2F1	1135	1304	1089	1492	1402	1079
PXMP4	11	24	8	17	22	31
RP4-553F4.2	0	0	0	0	0	0
ZNF341	52	65	35	53	69	46
RPL31P2	321	376	304	280	392	240
RP4-553F4.6	0	1	0	0	1	0
CHMP4B	638	882	693	722	803	507
TPM3P2	0	0	0	0	0	0
PIGPP3	16	35	18	44	28	20
RP5-1125A11.1	6	8	2	8	8	7
RALY	2107	2768	1939	2553	2720	1573
RP5-1125A11.4	1	0	0	1	0	0
MIR4755	0	0	0	1	0	0
RP1-64K7.4	4	1	0	10	1	5
EIF2S2	1270	1696	826	1462	1107	830
RPS2P1	0	0	1	1	1	2
ASIP	8	6	5	11	8	10
XPOTP1	848	887	624	902	560	647
RP4-785G19.5	7	16	4	25	21	17
RP4-785G19.2	202	188	140	161	191	143
AHCY	4031	5580	3229	4715	4056	2977
CTD-3216D2.5	2	3	2	6	1	5
CTD-3216D2.4	0	0	0	0	0	0
ITCH	1244	1168	907	1251	952	969
CDC42P1	0	0	1	0	0	0
ITCH-AS1	0	0	0	1	0	0
ITCH-IT1	0	0	0	0	0	0
MIR644A	0	0	0	0	1	1
FDX1P1	64	83	36	47	76	31
DYNLRB1	324	443	324	442	408	260
MAP1LC3A	55	25	10	48	42	26
PIGU	1772	1589	977	2284	1299	1506
RP11-346K17.3	0	0	0	0	0	0
NCOA6	1699	1698	1488	1597	1590	1158
TP53INP2	212	225	263	205	249	198
HMGB3P1	0	0	0	1	0	0
GGT7	1353	1369	1139	1806	1445	1752
ACSS2	307	452	366	439	268	414
GSS	634	748	415	749	400	689
MYH7B	18	18	12	19	15	17
MIR499A	1	0	0	0	0	0
TRPC4AP	1744	1971	1264	1688	1595	1437
RNU6-407P	1	2	0	1	0	0
EDEM2	449	361	387	605	368	465
PROCR	8	3	1	36	0	2
RNA5SP483	0	0	0	0	0	0
RP4-614O4.12	0	3	0	1	0	2
AL121753.1	0	0	0	0	0	0
MMP24-AS1	38	113	95	86	37	37
MT1P3	0	0	0	2	0	1
MMP24	64	33	52	44	42	35
RP4-614O4.11	1	1	0	1	1	1
EIF6	594	780	439	652	603	325
FAM83C-AS1	0	0	0	0	0	1
FAM83C	0	1	0	0	1	0
UQCC1	1077	938	712	1305	816	1102
GDF5OS	0	0	0	0	0	1
GDF5	0	1	0	0	0	2
MIR1289-1	0	0	0	0	0	1
CEP250	1211	1320	1049	1909	899	1293
RP3-477O4.14	1	1	0	2	1	1
RP3-477O4.16	3	16	6	4	10	8
RP3-477O4.5	0	0	0	1	1	1
C20orf173	0	0	0	0	0	0
ERGIC3	4443	4115	2939	5006	4146	3252
RPL36P4	0	0	0	0	0	0
FER1L4	40	24	29	116	24	96
RPL37P1	43	61	38	38	41	49
SPAG4	63	45	33	95	27	75
CPNE1	1995	1426	1087	2431	1762	1469
RP1-309K20.6	0	0	0	0	0	0
RN7SKP271	0	3	2	5	0	2
RNU6-759P	0	1	0	0	0	1
RBM12	5022	5420	3406	3909	3784	2972
NFS1	149	210	157	186	160	146
ROMO1	256	396	232	355	355	266
RBM39	5010	4381	3437	4738	4138	4986
RPF2P1	212	262	151	189	152	168
RNU6-1166P	0	0	0	0	0	0
PHF20	1761	1785	1297	1903	1133	1089
COX7BP2	9	7	6	6	2	4
HIGD1AP16	1	1	0	0	0	0
RNU4-40P	0	0	0	0	0	0
RNU6-937P	0	2	2	0	0	0
SCAND1	498	595	494	610	801	291
CNBD2	7	4	3	4	5	4
LINC00657	5993	6392	4974	6360	5070	4327
RP4-550H1.4	0	0	0	0	0	0
HMGB3P2	1	4	4	3	3	4
RP4-550H1.5	0	0	0	0	0	0
EPB41L1	693	853	355	669	673	405
RP11-234K24.3	1	1	0	3	2	0
AL121895.1	0	0	0	0	1	0
AAR2	868	994	595	801	799	455
DLGAP4	1062	1175	1152	1281	1418	857
RP5-977B1.7	9	3	7	7	8	8
MYL9	14	18	0	18	5	3
RP5-977B1.11	0	0	1	0	0	0
TGIF2	897	976	847	975	1020	677
TGIF2-C20orf24	0	0	0	0	0	0
C20orf24	230	246	205	312	276	166
SLA2	7	6	2	1	4	2
HNRNPA3P2	0	0	0	1	0	0
NDRG3	576	589	525	478	446	484
AL132768.1	0	0	0	0	0	0
DSN1	526	499	336	438	551	404
SOGA1	2414	2451	2319	2529	2752	1725
RN7SL156P	0	0	0	0	0	0
TLDC2	5	4	1	6	5	3
SAMHD1	352	381	134	252	231	174
RBL1	761	790	613	758	640	534
RPS3AP3	0	2	0	0	0	4
RPS27AP3	1	1	0	0	0	0
MROH8	65	79	54	83	69	49
RP3-343K2.4	1	0	1	0	2	0
RPN2	11812	11370	5842	13973	9583	7715
GHRH	0	0	0	1	0	0
MANBAL	932	966	620	980	789	655
SRC	1051	1210	936	1318	1141	874
RPL7AP14	0	0	1	0	0	0
BLCAP	1075	1137	741	1012	1057	846
NNAT	29	17	701	31	29	2156
PPIAP3	1	1	0	5	2	3
GLRXP	0	6	1	2	2	4
LINC00489	0	0	0	0	0	0
RP4-640H8.2	0	0	0	0	1	1
CTNNBL1	731	710	434	611	580	367
VSTM2L	322	457	202	320	577	159
RN7SKP185	0	1	0	0	1	1
TTI1	1588	1437	874	1713	1304	1195
RPRD1B	1114	1237	798	1016	1051	625
RN7SL237P	0	0	0	0	0	0
TGM2	8	10	0	1	6	2
KIAA1755	3	9	6	1	68	2
BPI	1	0	0	0	0	0
CTD-2308N23.2	0	0	0	0	0	0
LBP	0	2	0	0	1	0
RP4-564F22.5	59	43	33	32	16	14
SNHG17	622	358	589	700	490	530
SNORA71B	14	4	8	11	12	13
SNORA71A	4	3	3	8	8	7
SNORA71C	6	3	0	11	5	7
SNORA71D	0	1	0	1	5	0
SNHG11	251	227	172	322	317	266
SNORA60	4	4	4	7	6	6
RALGAPB	2064	2075	1414	2196	1524	1535
MIR548O2	0	0	0	0	0	0
RPS3P2	1	0	0	1	2	2
ADIG	0	0	0	0	0	0
ARHGAP40	1	0	0	0	0	0
RP5-1100H13.3	200	274	162	188	248	181
SLC32A1	16	1	23	1	11	3
ACTR5	258	266	209	262	268	282
RN7SKP173	3	3	3	8	4	11
PPP1R16B	78	134	26	176	71	164
RN7SL116P	0	0	0	0	0	0
FAM83D	670	831	563	857	709	530
RP4-616B8.4	1	0	0	0	1	1
DHX35	461	549	445	605	510	462
NPM1P19	171	213	111	153	148	131
RP4-705O1.1	0	0	0	0	0	0
AL121588.1	0	0	0	0	0	0
ATG3P1	0	0	0	0	0	0
RN7SL680P	0	0	0	0	0	0
RN7SL194P	0	0	0	0	0	0
RP5-1031J8.1	0	0	0	2	0	0
HSPE1P1	0	0	0	0	0	0
RP11-101E14.2	0	0	0	0	0	0
RP11-101E14.3	0	0	0	0	0	0
AL009050.1	0	0	0	0	0	0
RP1-191L6.2	0	0	0	0	0	0
MAFB	12	26	66	14	67	8
RP4-644L1.2	0	0	0	0	1	0
RNA5SP484	0	0	0	0	0	0
RNU2-52P	1	0	1	1	0	0
TOP1	4395	3877	2150	3176	2952	1872
RP1-1J6.2	8	6	5	8	10	10
PLCG1	5870	5416	4165	6397	5024	6207
ZHX3	378	510	368	595	367	557
RP3-511B24.6	0	1	0	0	0	0
RP3-511B24.5	0	0	0	0	0	0
RPL23AP81	4	0	0	1	1	0
RN7SL615P	0	1	0	0	0	0
RP3-450M14.1	3	18	14	10	16	1
LPIN3	91	115	83	174	36	152
EMILIN3	306	475	473	974	440	560
RP4-620E11.5	0	0	0	0	0	0
CHD6	2119	1860	1100	1950	1374	1437
RP4-620E11.4	0	0	1	0	0	0
RPL12P11	1	0	1	1	1	0
RNU6-1018P	0	0	0	0	0	0
RP5-1121H13.4	0	0	0	0	0	0
RP5-1121H13.1	5	2	1	4	3	3
RP5-1121H13.3	0	0	0	0	0	0
PTPRT	4	6	0	34	17	0
RP4-730D4.1	0	0	0	0	0	0
RP1-232N11.2	0	0	0	0	0	0
RP4-753D4.2	0	0	0	0	0	0
RN7SKP100	0	0	0	0	0	0
RP1-269M15.3	0	0	0	0	0	0
RN7SL666P	0	0	0	0	0	0
PPIAP21	2	6	6	1	6	2
RP5-862K6.4	0	0	0	0	0	0
RNU6-743P	0	0	0	0	0	0
EIF4EBP2P1	0	0	0	0	0	0
SRSF6	7845	6757	4762	6035	6464	5125
RNU6-1251P	0	0	0	0	2	0
L3MBTL1	478	854	329	485	404	647
RP1-138B7.4	66	84	46	74	63	53
RP1-138B7.5	0	0	0	0	0	0
SGK2	12	13	12	17	22	43
IFT52	497	572	441	440	598	353
RPL27AP	311	271	272	254	336	286
MYBL2	1377	1701	1300	1916	1779	1127
GTSF1L	0	0	0	0	0	0
RNU6-639P	0	0	0	0	0	0
RP5-1030M6.3	0	0	0	0	0	0
TOX2	164	165	98	102	89	118
RN7SL443P	0	1	0	0	0	0
JPH2	1	2	3	0	2	3
OSER1	472	547	336	459	319	399
OSER1-AS1	53	33	44	37	34	24
GDAP1L1	157	121	161	156	136	126
FITM2	669	568	478	676	531	593
R3HDML	0	0	0	1	0	0
RP5-881L22.5	0	1	0	1	1	0
HNF4A	1	0	0	0	0	0
HNF4A-AS1	0	0	0	0	0	0
RP5-881L22.6	0	0	0	0	0	0
MIR3646	0	0	0	0	0	0
AL132772.1	0	0	0	0	0	0
RP5-1013A22.5	0	0	0	0	0	0
RP5-1013A22.2	0	0	0	0	0	0
C20orf62	0	0	0	0	0	1
RPL37AP1	2853	3739	3260	3067	3780	2924
TTPAL	578	490	388	532	556	401
SERINC3	1984	1687	1277	1957	1454	1307
PKIG	168	233	156	208	243	124
Z97053.1	0	0	1	0	1	1
ADA	71	109	231	229	83	311
RP11-445H22.3	1	0	2	1	0	2
RP11-445H22.4	1	2	0	4	2	4
WISP2	0	0	0	2	0	3
KCNK15	3	1	0	1	1	0
RIMS4	167	10	286	422	144	179
RN7SL31P	0	0	0	0	0	0
YWHAB	4125	4510	2948	3859	3616	2380
PABPC1L	1247	1151	446	1667	897	1179
TOMM34	630	991	483	962	609	642
STK4-AS1	0	1	2	0	0	0
STK4	1541	1537	1053	1658	1320	1102
KCNS1	6	9	1	3	9	2
WFDC5	0	0	0	0	0	0
WFDC12	0	0	0	0	0	0
PI3	0	0	0	0	0	0
SEMG1	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0
RP1-300I2.3	0	0	0	0	0	0
RP1-300I2.2	0	0	0	0	0	0
SLPI	0	0	0	0	0	0
MATN4	4	0	2	5	2	3
RBPJL	0	0	0	0	0	0
SDC4	775	666	113	1075	447	571
SYS1	1402	1092	585	1262	993	730
SYS1-DBNDD2	0	0	1	0	0	1
TP53TG5	13	12	7	19	14	10
RP3-453C12.8	0	1	0	0	0	0
DBNDD2	14	18	23	64	30	33
PIGT	2599	2139	1537	3303	2111	1799
AL031663.2	15	9	6	6	22	7
RP3-461P17.10	0	0	0	0	0	0
AL031663.1	2	1	0	0	2	0
WFDC2	301	22	2	64	95	12
RP3-461P17.9	0	0	0	0	0	0
RPL5P2	0	0	0	0	0	0
SPINT3	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0
RP3-461P17.6	0	0	0	0	0	0
EPPIN-WFDC6	0	0	0	0	0	0
EPPIN	1	0	0	0	0	0
HSPD1P21	0	0	0	0	0	0
WFDC8	0	0	0	0	0	0
RNA5SP485	0	0	0	0	0	0
CCNB1IP1P2	0	0	0	0	0	0
WFDC9	0	0	0	0	0	0
WFDC10A	0	1	0	0	0	0
RPS2P7	753	1430	1086	851	1626	703
WFDC11	0	0	0	0	0	0
WFDC10B	0	0	0	0	0	0
WFDC13	0	0	0	0	0	0
MIR3617	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0
HNRNPA1P3	0	0	0	0	1	0
WFDC3	1	0	2	1	0	0
SPINT5P	0	0	0	0	0	0
RNU6ATAC38P	0	0	0	0	0	0
DNTTIP1	247	264	190	238	257	165
UBE2C	727	811	685	832	931	711
TNNC2	1	0	0	0	1	1
SNX21	69	119	107	159	105	113
ACOT8	138	149	135	170	146	164
ZSWIM3	146	160	97	98	124	80
ZSWIM1	247	226	180	239	235	199
SPATA25	19	11	7	22	15	15
NEURL2	2	6	3	3	3	10
CTSA	866	645	658	1058	981	622
RP3-337O18.9	4	2	0	2	2	1
PLTP	2747	3409	1313	3590	2095	1831
PCIF1	490	482	496	484	634	401
ZNF335	410	388	325	452	428	349
FTLP1	0	0	0	0	0	0
MMP9	1	3	0	3	3	5
RP11-465L10.10	10	14	6	7	10	8
AL162458.1	0	0	0	0	0	0
SLC12A5	78	69	48	65	102	51
NCOA5	1411	1239	845	974	1339	540
RPL13P2	5	6	3	4	4	4
CD40	0	1	1	4	2	5
RP5-998H6.2	1	1	0	0	0	0
CDH22	579	359	12	212	222	56
SLC35C2	1111	992	648	1362	964	880
ELMO2	1087	1243	811	1078	1076	955
ZNF663P	19	12	12	19	36	30
MKRN7P	10	4	10	7	13	25
ZNF840	3	4	3	8	2	9
ZNF334	623	475	372	576	580	575
OCSTAMP	1	15	6	3	5	4
SLC13A3	89	90	72	108	368	58
TP53RK	464	565	400	457	461	296
RP1-28H20.3	0	0	1	0	1	2
SLC2A10	560	568	301	804	400	370
AL031055.1	0	0	0	0	0	0
RN7SKP33	0	0	0	0	0	0
RP11-323C15.1	0	0	0	0	0	0
EYA2	1	0	48	9	15	31
RP11-323C15.2	0	0	0	0	0	0
GAPDHP54	1	0	0	0	0	0
RP5-1050K3.3	0	0	0	0	0	0
